CUSTOMER_ID,RENEWED,TOTAL_SESSIONS,GROSS_SESSION_LENGTH,ACTIVE_DAYS,ACTIVE_QUARTERS,AVG_SESSIONS_PER_QUARTER,AVG_SESSION_LENGTH_PER_DAY,AGE,EDUCATION,INCOME_LEVEL,DEVICE_TYPE,TECH_COMFORT_SCORE
498617,1,37,947,2,2,18.500000,473.500000,45,Graduate,High,Multi-device,5
452071,1,22,608,2,2,11.000000,304.000000,37,Post-Graduate,Medium,Mobile-only,2
454145,1,21,785,1,1,21.000000,785.000000,34,Other,Very High,Multi-device,2
461729,1,87,4697,2,2,43.500000,2348.500000,23,Other,Medium,Desktop-only,2
387718,1,7,88,3,3,2.333333,29.333333,39,Post-Graduate,Medium,Multi-device,4
439401,0,2,36,1,1,2.000000,36.000000,36,High School,Very High,Mobile-only,2
486816,1,2,16,2,1,2.000000,8.000000,27,Graduate,Very High,Multi-device,5
497187,1,85,3123,3,3,28.333333,1041.000000,33,Graduate,High,Multi-device,4
432281,1,5,42,2,2,2.500000,21.000000,35,Post-Graduate,Medium,Desktop-only,5
470396,1,31,1627,1,1,31.000000,1627.000000,21,Post-Graduate,Medium,Multi-device,3
433737,1,109,7244,3,3,36.333333,2414.666667,33,Post-Graduate,Medium,Multi-device,3
470261,1,15,269,2,2,7.500000,134.500000,38,Graduate,High,Multi-device,5
497165,1,26,707,2,2,13.000000,353.500000,39,Graduate,High,Multi-device,5
484858,0,20,484,4,3,6.666667,121.000000,29,Post-Graduate,Very High,Desktop-only,3
4484,1,77,1788,4,4,19.250000,447.000000,50,Graduate,High,Multi-device,5
5263,1,15,487,2,2,7.500000,243.500000,34,Graduate,High,Multi-device,5
5711,1,31,881,3,2,15.500000,293.666667,26,Graduate,Medium,Multi-device,4
4994,1,85,3542,3,3,28.333333,1180.666667,26,Graduate,High,Multi-device,4
7808,1,113,6639,3,3,37.666667,2213.000000,49,Post-Graduate,Medium,Multi-device,3
7189,1,122,7107,3,3,40.666667,2369.000000,34,Other,Very High,Desktop-only,2
8149,1,48,1614,2,2,24.000000,807.000000,30,Post-Graduate,Medium,Desktop-only,2
9854,1,129,5338,4,4,32.250000,1334.500000,44,Graduate,High,Multi-device,5
11752,1,2,22,2,2,1.000000,11.000000,29,Graduate,Low,Multi-device,5
11792,1,49,2532,1,1,49.000000,2532.000000,31,Other,High,Multi-device,5
14432,1,101,3473,4,4,25.250000,868.250000,30,Post-Graduate,Medium,Desktop-only,3
15707,1,35,996,3,2,17.500000,332.000000,30,Graduate,High,Multi-device,5
21009,1,92,4148,3,3,30.666667,1382.666667,41,Graduate,High,Multi-device,4
25552,1,43,1015,3,2,21.500000,338.333333,33,Graduate,Medium,Multi-device,3
26078,0,3,25,2,2,1.500000,12.500000,39,High School,Low,Mobile-only,1
27903,1,23,581,2,2,11.500000,290.500000,37,Graduate,High,Multi-device,5
29603,1,39,1013,2,2,19.500000,506.500000,30,Post-Graduate,Medium,Desktop-only,3
30993,1,37,946,1,1,37.000000,946.000000,32,Graduate,High,Multi-device,4
30577,1,64,3007,1,1,64.000000,3007.000000,36,Post-Graduate,Medium,Multi-device,3
31398,1,116,6376,3,3,38.666667,2125.333333,30,High School,Medium,Desktop-only,3
32106,1,16,714,1,1,16.000000,714.000000,25,Other,Very High,Desktop-only,4
31913,1,122,4254,4,3,40.666667,1063.500000,38,Other,Very High,Desktop-only,2
32441,1,4,29,2,2,2.000000,14.500000,27,Post-Graduate,Low,Desktop-only,3
34571,0,33,1054,3,3,11.000000,351.333333,37,Post-Graduate,Medium,Desktop-only,3
34816,1,92,3464,3,3,30.666667,1154.666667,35,Graduate,High,Multi-device,4
35934,1,39,1371,2,1,39.000000,685.500000,41,High School,High,Multi-device,4
38621,1,71,3314,2,2,35.500000,1657.000000,41,Post-Graduate,Medium,Desktop-only,3
41525,1,8,244,1,1,8.000000,244.000000,21,Graduate,High,Multi-device,4
43070,1,195,10887,4,4,48.750000,2721.750000,38,Graduate,High,Multi-device,5
42597,1,42,1249,3,3,14.000000,416.333333,24,Graduate,Medium,Desktop-only,2
47094,1,26,450,3,3,8.666667,150.000000,34,Post-Graduate,Medium,Multi-device,3
47366,1,48,2269,2,2,24.000000,1134.500000,22,Post-Graduate,Medium,Desktop-only,3
47258,1,53,2427,2,2,26.500000,1213.500000,45,Post-Graduate,Medium,Desktop-only,3
49108,0,55,1531,4,3,18.333333,382.750000,37,Graduate,Medium,Desktop-only,3
48239,1,62,1612,3,2,31.000000,537.333333,41,Graduate,Very High,Desktop-only,2
50806,1,185,10102,4,4,46.250000,2525.500000,34,Post-Graduate,Medium,Desktop-only,3
51033,0,57,2135,2,2,28.500000,1067.500000,40,Other,Medium,Mobile-only,2
57851,1,26,882,1,1,26.000000,882.000000,40,Graduate,Medium,Multi-device,5
60560,0,11,149,3,3,3.666667,49.666667,39,Post-Graduate,Medium,Multi-device,3
69630,1,19,417,1,1,19.000000,417.000000,48,High School,High,Multi-device,5
72649,1,36,1118,3,3,12.000000,372.666667,33,Graduate,High,Mobile-only,5
77202,1,83,3693,2,2,41.500000,1846.500000,29,Other,Low,Mobile-only,2
76415,1,122,7527,3,2,61.000000,2509.000000,47,Post-Graduate,Medium,Desktop-only,3
78867,1,74,5349,2,2,37.000000,2674.500000,34,Graduate,Medium,Multi-device,3
84445,1,27,562,2,2,13.500000,281.000000,35,Graduate,Medium,Desktop-only,3
87987,1,33,881,2,2,16.500000,440.500000,38,Other,Very High,Desktop-only,2
92161,1,52,2494,2,2,26.000000,1247.000000,41,Post-Graduate,Low,Desktop-only,3
91364,1,9,187,2,2,4.500000,93.500000,38,Post-Graduate,Very High,Desktop-only,3
93689,1,94,4338,4,4,23.500000,1084.500000,24,Graduate,High,Mobile-only,5
93754,1,53,2138,1,1,53.000000,2138.000000,51,Other,Very High,Mobile-only,2
101124,1,55,1637,2,2,27.500000,818.500000,41,Post-Graduate,Medium,Multi-device,3
102107,0,43,1046,3,2,21.500000,348.666667,37,Post-Graduate,Medium,Desktop-only,3
102484,1,11,309,1,1,11.000000,309.000000,27,Graduate,High,Multi-device,5
102984,1,25,827,1,1,25.000000,827.000000,40,Post-Graduate,Medium,Desktop-only,3
108323,1,32,1095,2,1,32.000000,547.500000,52,Graduate,High,Multi-device,5
109419,1,54,1859,3,2,27.000000,619.666667,40,Graduate,High,Multi-device,5
112040,1,36,819,3,3,12.000000,273.000000,47,Post-Graduate,Medium,Desktop-only,3
114089,1,20,651,1,1,20.000000,651.000000,38,Graduate,High,Desktop-only,4
116281,1,48,1471,3,2,24.000000,490.333333,39,Post-Graduate,Medium,Desktop-only,3
115578,1,6,45,4,3,2.000000,11.250000,39,Other,High,Multi-device,5
118068,1,29,802,2,2,14.500000,401.000000,54,Graduate,High,Mobile-only,3
116522,1,88,4151,4,4,22.000000,1037.750000,38,Graduate,High,Multi-device,4
121902,1,61,2622,2,2,30.500000,1311.000000,29,Other,Very High,Mobile-only,2
121630,1,53,1471,3,3,17.666667,490.333333,36,Graduate,Medium,Multi-device,4
122976,1,68,2693,3,3,22.666667,897.666667,32,Post-Graduate,Medium,Desktop-only,5
123104,1,19,415,3,3,6.333333,138.333333,43,Graduate,Medium,Multi-device,4
123331,1,4,66,1,1,4.000000,66.000000,32,Other,Very High,Desktop-only,2
133537,1,108,4619,4,3,36.000000,1154.750000,43,Graduate,High,Multi-device,4
134286,1,49,1925,2,2,24.500000,962.500000,39,Post-Graduate,Medium,Desktop-only,2
134630,1,28,1121,1,1,28.000000,1121.000000,38,Graduate,High,Multi-device,4
134779,1,19,529,2,2,9.500000,264.500000,42,Graduate,High,Multi-device,5
144754,1,58,2104,2,2,29.000000,1052.000000,38,Post-Graduate,Medium,Desktop-only,3
146154,1,109,4346,4,3,36.333333,1086.500000,30,Graduate,High,Multi-device,4
146358,1,143,8606,3,3,47.666667,2868.666667,35,Graduate,Medium,Desktop-only,3
151079,1,8,185,1,1,8.000000,185.000000,36,Graduate,High,Multi-device,4
153191,1,8,215,2,2,4.000000,107.500000,31,Post-Graduate,High,Multi-device,5
158665,1,11,181,3,3,3.666667,60.333333,38,Graduate,High,Multi-device,5
163434,1,19,497,1,1,19.000000,497.000000,35,Graduate,High,Multi-device,5
162798,1,20,967,1,1,20.000000,967.000000,44,Graduate,Very High,Mobile-only,4
164349,1,7,230,1,1,7.000000,230.000000,27,Post-Graduate,Medium,Desktop-only,3
166540,1,10,246,1,1,10.000000,246.000000,34,Graduate,Medium,Multi-device,4
167198,1,21,692,1,1,21.000000,692.000000,42,Post-Graduate,Medium,Desktop-only,3
170641,0,8,133,2,2,4.000000,66.500000,26,Post-Graduate,Medium,Desktop-only,3
171467,0,20,393,2,2,10.000000,196.500000,28,Graduate,Very High,Desktop-only,2
172895,1,75,3740,2,2,37.500000,1870.000000,35,Post-Graduate,Medium,Desktop-only,3
173717,1,39,1147,3,3,13.000000,382.333333,20,Graduate,High,Desktop-only,4
173406,1,14,442,2,2,7.000000,221.000000,33,Graduate,High,Multi-device,5
173218,0,13,188,3,3,4.333333,62.666667,24,Other,Very High,Desktop-only,2
175156,1,50,2171,1,1,50.000000,2171.000000,48,Graduate,Low,Desktop-only,2
176874,1,25,939,1,1,25.000000,939.000000,43,Graduate,High,Multi-device,4
177949,1,123,6257,4,3,41.000000,1564.250000,48,Post-Graduate,Medium,Desktop-only,3
180226,1,88,3596,3,2,44.000000,1198.666667,49,Post-Graduate,Medium,Desktop-only,3
179247,1,40,1287,3,2,20.000000,429.000000,37,Graduate,High,Multi-device,4
179214,0,100,6328,3,3,33.333333,2109.333333,28,Other,Very High,Mobile-only,2
181345,0,6,89,2,2,3.000000,44.500000,36,Graduate,Low,Mobile-only,1
181720,1,45,1566,2,2,22.500000,783.000000,24,Graduate,High,Multi-device,4
181333,1,30,1770,1,1,30.000000,1770.000000,24,Graduate,High,Multi-device,5
190064,1,65,2409,3,3,21.666667,803.000000,27,Post-Graduate,Medium,Desktop-only,3
190411,1,83,3253,2,2,41.500000,1626.500000,38,Other,Very High,Desktop-only,2
195290,1,56,1554,2,2,28.000000,777.000000,27,Graduate,High,Multi-device,4
196933,1,39,981,3,2,19.500000,327.000000,43,Graduate,High,Multi-device,5
197254,1,9,221,2,2,4.500000,110.500000,28,High School,Medium,Desktop-only,3
197504,0,29,798,2,2,14.500000,399.000000,38,Other,Medium,Mobile-only,2
198095,1,157,8549,4,4,39.250000,2137.250000,27,Graduate,High,Multi-device,4
201523,1,77,2252,5,4,19.250000,450.400000,38,Graduate,Medium,Multi-device,4
202175,1,176,9227,4,4,44.000000,2306.750000,38,Post-Graduate,Medium,Multi-device,4
202153,1,117,7306,3,3,39.000000,2435.333333,41,Post-Graduate,Medium,Desktop-only,2
203727,1,13,220,4,4,3.250000,55.000000,27,Graduate,High,Mobile-only,5
208127,1,40,1076,3,3,13.333333,358.666667,40,Graduate,High,Multi-device,5
210405,1,67,1900,5,4,16.750000,380.000000,38,Graduate,Low,Multi-device,4
212438,1,180,9962,4,3,60.000000,2490.500000,36,Post-Graduate,Medium,Desktop-only,2
213675,1,39,1909,1,1,39.000000,1909.000000,35,Post-Graduate,Medium,Desktop-only,3
215197,1,98,6265,2,2,49.000000,3132.500000,33,Post-Graduate,Medium,Multi-device,3
221192,1,57,2362,2,2,28.500000,1181.000000,39,High School,Medium,Desktop-only,2
223908,1,20,692,1,1,20.000000,692.000000,48,Post-Graduate,Medium,Multi-device,3
226410,0,10,232,2,2,5.000000,116.000000,39,Graduate,Medium,Multi-device,4
228516,1,40,1264,3,3,13.333333,421.333333,42,Graduate,High,Multi-device,5
228311,1,37,1378,2,2,18.500000,689.000000,34,Graduate,High,Multi-device,4
229445,1,70,2419,3,3,23.333333,806.333333,32,Graduate,High,Multi-device,4
231578,1,96,4032,3,3,32.000000,1344.000000,43,Graduate,High,Multi-device,4
234849,1,167,8937,4,4,41.750000,2234.250000,34,Post-Graduate,Medium,Multi-device,3
236716,1,61,1766,2,2,30.500000,883.000000,36,Post-Graduate,Medium,Desktop-only,2
241463,1,29,1051,3,2,14.500000,350.333333,30,Post-Graduate,High,Multi-device,5
240678,1,23,572,1,1,23.000000,572.000000,39,Graduate,High,Multi-device,5
241809,1,182,9973,4,4,45.500000,2493.250000,40,Post-Graduate,High,Desktop-only,3
244116,1,82,4445,2,2,41.000000,2222.500000,39,Post-Graduate,Medium,Multi-device,3
244144,1,91,3716,3,3,30.333333,1238.666667,31,Post-Graduate,Medium,Desktop-only,3
246230,1,117,6797,3,3,39.000000,2265.666667,41,Post-Graduate,High,Multi-device,3
270358,1,71,2989,3,3,23.666667,996.333333,34,Post-Graduate,High,Desktop-only,3
270976,1,44,1558,3,2,22.000000,519.333333,39,Other,High,Mobile-only,2
272522,1,140,5790,4,3,46.666667,1447.500000,28,Post-Graduate,Medium,Desktop-only,3
282416,1,82,3565,4,3,27.333333,891.250000,39,Post-Graduate,Medium,Mobile-only,3
289080,1,129,7634,4,3,43.000000,1908.500000,47,Graduate,Medium,Mobile-only,3
290124,1,80,3609,3,2,40.000000,1203.000000,23,Other,High,Mobile-only,2
287142,1,128,7325,3,3,42.666667,2441.666667,24,High School,Low,Mobile-only,1
290143,1,30,1565,1,1,30.000000,1565.000000,23,Post-Graduate,Medium,Desktop-only,3
290692,1,84,3976,3,3,28.000000,1325.333333,36,Post-Graduate,Medium,Multi-device,3
283803,1,25,1448,1,1,25.000000,1448.000000,44,Post-Graduate,Medium,Multi-device,3
291783,1,95,3184,3,3,31.666667,1061.333333,36,Graduate,High,Multi-device,5
291367,0,10,208,2,2,5.000000,104.000000,38,Graduate,Medium,Multi-device,4
296422,1,33,1554,2,2,16.500000,777.000000,38,Post-Graduate,Medium,Desktop-only,3
297168,1,20,596,2,2,10.000000,298.000000,26,Graduate,Medium,Multi-device,1
303011,1,86,3969,3,3,28.666667,1323.000000,39,Graduate,High,Multi-device,4
304994,1,18,657,2,2,9.000000,328.500000,35,Post-Graduate,Very High,Desktop-only,3
293162,1,55,2247,3,3,18.333333,749.000000,29,Graduate,Medium,Multi-device,4
249669,1,21,304,3,3,7.000000,101.333333,32,Graduate,Medium,Multi-device,4
249622,1,3,40,2,2,1.500000,20.000000,39,Graduate,High,Multi-device,5
303172,0,1,10,1,1,1.000000,10.000000,24,Other,Very High,Desktop-only,2
250847,0,19,664,1,1,19.000000,664.000000,37,Post-Graduate,Medium,Multi-device,3
327331,1,27,601,4,4,6.750000,150.250000,38,Graduate,High,Mobile-only,4
327069,1,122,5414,4,4,30.500000,1353.500000,27,Graduate,High,Multi-device,4
323397,1,23,665,2,2,11.500000,332.500000,33,Graduate,High,Mobile-only,5
252047,1,29,579,3,3,9.666667,193.000000,33,Graduate,High,Multi-device,5
336742,1,32,853,2,2,16.000000,426.500000,24,Other,Very High,Mobile-only,2
331948,1,35,985,3,3,11.666667,328.333333,38,Graduate,High,Multi-device,5
253030,1,13,454,1,1,13.000000,454.000000,41,Graduate,Medium,Multi-device,4
346066,1,37,1016,1,1,37.000000,1016.000000,36,Graduate,High,Multi-device,4
351933,1,67,2756,2,2,33.500000,1378.000000,26,Graduate,High,Desktop-only,1
351963,1,85,5598,2,2,42.500000,2799.000000,50,Post-Graduate,Medium,Multi-device,3
256013,1,38,1037,3,2,19.000000,345.666667,24,Graduate,High,Desktop-only,3
271805,1,109,4249,4,4,27.250000,1062.250000,43,Post-Graduate,Medium,Desktop-only,3
330610,1,25,657,2,2,12.500000,328.500000,43,Other,Very High,Multi-device,2
331662,1,150,9232,4,4,37.500000,2308.000000,39,Post-Graduate,High,Multi-device,3
331685,1,30,853,2,2,15.000000,426.500000,27,High School,High,Multi-device,5
358044,1,93,3699,3,3,31.000000,1233.000000,47,Post-Graduate,Medium,Desktop-only,3
362237,1,75,3382,3,3,25.000000,1127.333333,33,Post-Graduate,Medium,Multi-device,2
368026,1,160,10279,4,3,53.333333,2569.750000,41,Post-Graduate,Medium,Desktop-only,2
330686,1,10,221,2,2,5.000000,110.500000,38,Graduate,Very High,Multi-device,4
321823,1,16,277,4,4,4.000000,69.250000,23,Graduate,Medium,Multi-device,4
260337,1,24,382,2,2,12.000000,191.000000,54,Graduate,High,Multi-device,5
371563,1,112,5600,3,3,37.333333,1866.666667,41,Graduate,High,Multi-device,3
355649,1,2,30,2,2,1.000000,15.000000,46,Post-Graduate,Medium,Desktop-only,2
374149,1,49,2135,2,2,24.500000,1067.500000,28,Post-Graduate,Medium,Desktop-only,3
317210,1,113,5244,3,3,37.666667,1748.000000,44,Post-Graduate,Medium,Multi-device,3
272917,0,20,431,4,4,5.000000,107.750000,40,Post-Graduate,High,Multi-device,4
385946,1,16,339,3,3,5.333333,113.000000,26,Post-Graduate,High,Multi-device,4
262446,1,57,2495,2,2,28.500000,1247.500000,43,High School,High,Multi-device,4
392537,1,40,1814,1,1,40.000000,1814.000000,35,Post-Graduate,Medium,Multi-device,4
395472,1,78,3684,3,3,26.000000,1228.000000,40,Post-Graduate,Medium,Desktop-only,5
26035,1,142,8648,3,3,47.333333,2882.666667,38,Post-Graduate,Medium,Multi-device,1
55803,1,21,711,1,1,21.000000,711.000000,28,Post-Graduate,Medium,Multi-device,4
119300,1,88,4302,2,2,44.000000,2151.000000,33,Post-Graduate,Medium,Multi-device,3
147907,1,14,219,3,3,4.666667,73.000000,36,Graduate,High,Multi-device,3
315034,0,25,564,2,2,12.500000,282.000000,30,Graduate,Low,Mobile-only,1
390534,1,39,1344,2,2,19.500000,672.000000,43,Post-Graduate,Medium,Desktop-only,4
366219,1,70,4535,2,2,35.000000,2267.500000,43,Post-Graduate,Medium,Multi-device,4
370234,1,83,4548,2,2,41.500000,2274.000000,49,High School,Medium,Multi-device,3
406233,1,115,4871,4,4,28.750000,1217.750000,32,Graduate,High,Multi-device,4
349452,1,56,1901,2,2,28.000000,950.500000,40,Post-Graduate,Medium,Desktop-only,3
264415,1,44,2379,1,1,44.000000,2379.000000,44,Post-Graduate,Medium,Desktop-only,3
281584,1,24,329,4,4,6.000000,82.250000,39,Graduate,Medium,Multi-device,4
374607,1,55,1864,4,4,13.750000,466.000000,38,Graduate,High,Multi-device,5
374472,1,49,1613,3,3,16.333333,537.666667,30,Graduate,High,Multi-device,5
338798,1,15,228,2,2,7.500000,114.000000,26,Graduate,Medium,Multi-device,4
265996,1,86,4171,2,2,43.000000,2085.500000,32,Post-Graduate,Medium,Multi-device,3
265965,1,29,1045,2,2,14.500000,522.500000,48,Post-Graduate,Medium,Multi-device,3
429123,1,37,906,3,3,12.333333,302.000000,45,Graduate,High,Multi-device,5
386040,1,5,74,2,2,2.500000,37.000000,51,Graduate,High,Multi-device,5
408749,1,89,5422,2,2,44.500000,2711.000000,41,Post-Graduate,Medium,Multi-device,5
402694,1,32,612,2,2,16.000000,306.000000,48,Graduate,High,Multi-device,5
410520,1,11,387,1,1,11.000000,387.000000,41,Graduate,High,Multi-device,5
357864,1,8,134,1,1,8.000000,134.000000,23,Graduate,High,Multi-device,5
445740,1,177,10420,4,3,59.000000,2605.000000,54,Post-Graduate,Medium,Desktop-only,3
385128,1,94,5844,2,2,47.000000,2922.000000,35,Post-Graduate,Medium,Desktop-only,3
452023,1,68,2295,2,2,34.000000,1147.500000,41,Graduate,Medium,Multi-device,3
452231,1,13,297,2,2,6.500000,148.500000,22,Graduate,Low,Multi-device,5
173115,1,129,7714,3,3,43.000000,2571.333333,48,Post-Graduate,High,Multi-device,3
330941,1,52,1544,4,3,17.333333,386.000000,40,Graduate,High,Multi-device,4
260750,1,22,736,2,2,11.000000,368.000000,41,Post-Graduate,Medium,Multi-device,4
394323,1,61,1316,4,3,20.333333,329.000000,41,Other,Very High,Desktop-only,2
462009,1,18,478,2,2,9.000000,239.000000,22,Post-Graduate,Medium,Desktop-only,3
442981,1,67,2619,3,2,33.500000,873.000000,34,Post-Graduate,Very High,Desktop-only,3
457240,1,20,331,3,3,6.666667,110.333333,27,Graduate,Very High,Multi-device,5
34173,1,7,107,1,1,7.000000,107.000000,33,Graduate,Low,Mobile-only,1
110228,1,110,6812,3,2,55.000000,2270.666667,54,Post-Graduate,Medium,Multi-device,3
183424,1,2,19,2,2,1.000000,9.500000,26,Graduate,Low,Desktop-only,2
222934,1,34,1064,2,2,17.000000,532.000000,35,Graduate,Very High,Multi-device,2
279115,1,24,670,2,2,12.000000,335.000000,39,Graduate,High,Multi-device,4
322676,1,47,1227,3,3,15.666667,409.000000,34,Graduate,High,Multi-device,5
319629,1,110,4698,4,4,27.500000,1174.500000,30,Post-Graduate,Medium,Desktop-only,3
366455,1,37,972,4,4,9.250000,243.000000,39,Graduate,Medium,Multi-device,4
327141,1,31,1323,2,2,15.500000,661.500000,35,Graduate,Medium,Multi-device,4
372040,1,12,241,2,2,6.000000,120.500000,33,Post-Graduate,Medium,Desktop-only,3
454556,1,18,479,2,2,9.000000,239.500000,27,Graduate,Low,Multi-device,3
421812,1,8,231,1,1,8.000000,231.000000,24,Graduate,High,Multi-device,4
432698,1,25,815,2,2,12.500000,407.500000,39,Other,Very High,Desktop-only,2
429819,1,81,5278,2,2,40.500000,2639.000000,36,Post-Graduate,Medium,Multi-device,2
472093,1,27,1229,1,1,27.000000,1229.000000,28,Graduate,High,Multi-device,4
444456,1,41,1550,1,1,41.000000,1550.000000,38,Graduate,Medium,Mobile-only,3
439690,1,17,262,4,4,4.250000,65.500000,20,Graduate,High,Multi-device,5
331401,0,13,223,3,3,4.333333,74.333333,39,Other,Very High,Mobile-only,2
482582,0,1,13,1,1,1.000000,13.000000,21,Post-Graduate,Medium,Multi-device,3
488862,1,11,359,1,1,11.000000,359.000000,36,Graduate,High,Multi-device,5
486695,1,31,935,2,2,15.500000,467.500000,38,Graduate,High,Multi-device,4
482763,1,40,1152,3,2,20.000000,384.000000,35,Graduate,High,Multi-device,3
341533,1,55,2052,2,2,27.500000,1026.000000,25,Other,Very High,Mobile-only,2
450984,1,124,5718,3,3,41.333333,1906.000000,51,Post-Graduate,Medium,Desktop-only,2
467902,1,76,2867,4,4,19.000000,716.750000,40,Graduate,Medium,Desktop-only,3
479225,1,41,1862,2,2,20.500000,931.000000,39,Graduate,High,Multi-device,4
424058,1,64,2257,2,2,32.000000,1128.500000,35,Other,Medium,Mobile-only,2
485566,1,134,6997,3,3,44.666667,2332.333333,35,Graduate,High,Multi-device,5
492728,1,27,509,2,1,27.000000,254.500000,46,Graduate,High,Desktop-only,5
498773,1,15,289,2,2,7.500000,144.500000,27,Graduate,High,Multi-device,4
450917,1,13,279,2,2,6.500000,139.500000,36,Graduate,High,Multi-device,5
394405,1,17,374,2,2,8.500000,187.000000,32,Graduate,High,Desktop-only,3
498942,1,93,4791,2,2,46.500000,2395.500000,29,Graduate,High,Multi-device,3
500940,1,90,3552,4,4,22.500000,888.000000,32,Other,High,Mobile-only,2
411179,1,167,9767,4,4,41.750000,2441.750000,41,Graduate,Very High,Mobile-only,2
471933,0,11,205,2,2,5.500000,102.500000,37,Post-Graduate,Medium,Desktop-only,2
476484,1,130,8258,4,4,32.500000,2064.500000,29,Other,Very High,Mobile-only,2
495919,1,8,153,1,1,8.000000,153.000000,38,Graduate,High,Multi-device,4
456561,0,5,102,1,1,5.000000,102.000000,41,Post-Graduate,Medium,Desktop-only,3
489582,1,18,300,3,2,9.000000,100.000000,41,Post-Graduate,Medium,Desktop-only,3
498677,0,8,143,1,1,8.000000,143.000000,29,High School,Low,Mobile-only,1
1220,0,11,206,3,3,3.666667,68.666667,34,Other,Very High,Mobile-only,2
2534,1,42,1978,1,1,42.000000,1978.000000,37,Post-Graduate,Medium,Desktop-only,2
5039,1,77,5017,2,2,38.500000,2508.500000,36,Graduate,High,Multi-device,5
7695,1,140,6902,3,3,46.666667,2300.666667,50,Post-Graduate,Medium,Desktop-only,3
7839,0,72,3636,3,3,24.000000,1212.000000,36,Other,Very High,Desktop-only,2
9132,1,19,547,1,1,19.000000,547.000000,24,Graduate,Medium,Multi-device,5
9978,1,40,1368,2,2,20.000000,684.000000,38,Post-Graduate,Medium,Mobile-only,2
8494,1,179,11023,4,4,44.750000,2755.750000,40,Graduate,High,Multi-device,4
9406,1,75,3517,3,3,25.000000,1172.333333,37,Post-Graduate,Medium,Desktop-only,3
8497,1,71,2607,3,3,23.666667,869.000000,42,Graduate,Medium,Multi-device,4
12032,1,119,6739,3,3,39.666667,2246.333333,37,Graduate,Medium,Multi-device,5
10466,1,41,975,2,2,20.500000,487.500000,35,Graduate,Medium,Multi-device,4
15607,1,67,3858,2,2,33.500000,1929.000000,36,Post-Graduate,Medium,Multi-device,3
17906,1,96,6203,2,2,48.000000,3101.500000,21,Graduate,Medium,Multi-device,5
20211,1,26,1061,2,2,13.000000,530.500000,43,Graduate,Medium,Multi-device,5
23916,1,71,2757,3,3,23.666667,919.000000,23,Post-Graduate,Low,Desktop-only,2
26942,1,18,274,3,3,6.000000,91.333333,25,Post-Graduate,Medium,Desktop-only,3
30214,1,62,2310,3,2,31.000000,770.000000,38,Graduate,High,Desktop-only,4
31375,1,88,3902,4,4,22.000000,975.500000,32,High School,High,Multi-device,3
36722,1,36,1355,2,2,18.000000,677.500000,30,Graduate,High,Multi-device,4
38602,1,76,3286,3,3,25.333333,1095.333333,39,Post-Graduate,Medium,Desktop-only,3
41610,1,35,1372,2,2,17.500000,686.000000,26,Post-Graduate,Medium,Desktop-only,4
40440,1,7,162,1,1,7.000000,162.000000,31,Post-Graduate,Medium,Desktop-only,2
47124,1,213,11937,5,4,53.250000,2387.400000,36,Post-Graduate,Medium,Desktop-only,2
46040,1,5,123,1,1,5.000000,123.000000,39,High School,Low,Mobile-only,1
49239,1,66,1975,4,3,22.000000,493.750000,20,Graduate,High,Multi-device,4
54211,0,51,2127,2,2,25.500000,1063.500000,54,Other,Very High,Mobile-only,1
53882,1,23,793,2,2,11.500000,396.500000,44,High School,Low,Multi-device,4
54439,1,17,524,1,1,17.000000,524.000000,37,Other,Very High,Mobile-only,2
61175,1,67,3301,3,3,22.333333,1100.333333,38,Post-Graduate,Medium,Desktop-only,3
64439,1,155,8817,4,3,51.666667,2204.250000,39,Post-Graduate,Medium,Multi-device,5
67131,1,79,3412,3,3,26.333333,1137.333333,38,Post-Graduate,Medium,Desktop-only,3
68448,1,80,2481,3,3,26.666667,827.000000,51,High School,High,Mobile-only,4
69865,1,133,6239,3,3,44.333333,2079.666667,48,Post-Graduate,High,Multi-device,3
71566,1,55,1389,4,4,13.750000,347.250000,30,Post-Graduate,Medium,Desktop-only,2
72496,1,84,3335,3,3,28.000000,1111.666667,28,Graduate,High,Multi-device,2
75371,1,106,4102,4,4,26.500000,1025.500000,43,Post-Graduate,Medium,Desktop-only,3
74210,1,4,41,2,2,2.000000,20.500000,22,Graduate,High,Multi-device,5
74706,1,76,4778,2,2,38.000000,2389.000000,35,Other,Very High,Mobile-only,3
77499,1,5,61,3,3,1.666667,20.333333,26,Graduate,Medium,Desktop-only,4
80240,0,8,160,2,2,4.000000,80.000000,25,Other,Very High,Multi-device,2
79584,1,58,1517,4,4,14.500000,379.250000,39,High School,Medium,Multi-device,4
82879,1,39,1224,2,2,19.500000,612.000000,30,Graduate,Medium,Multi-device,4
85931,1,21,557,1,1,21.000000,557.000000,44,Graduate,Very High,Multi-device,5
84968,1,46,1328,4,4,11.500000,332.000000,39,Graduate,High,Multi-device,4
87975,1,46,1476,3,3,15.333333,492.000000,28,Post-Graduate,High,Multi-device,2
89416,1,2,6,2,2,1.000000,3.000000,35,Graduate,High,Multi-device,5
93808,1,40,1498,2,2,20.000000,749.000000,47,Post-Graduate,Medium,Desktop-only,3
92815,1,59,1468,4,3,19.666667,367.000000,44,Graduate,High,Multi-device,5
93050,0,114,4693,4,3,38.000000,1173.250000,36,High School,Low,Mobile-only,1
